idProduct,idMetaproduct,enName,website,image,gameName,categoryName,number,rarity,expansionName
295063,224347,Spire of Industry,https://cardmarket.com/en/Magic/Products/Singles/Aether-Revolt-Promos/Spire-of-Industry,https://static.cardmarket.com/img/f63e444d7f667654230ad61bf4f5bb70/items/1/PAER/295063.jpg,Magic the Gathering,Magic Single,184,Rare,Aether Revolt: Promos
295063,224347,Spire of Industry,https://cardmarket.com/en/Magic/Products/Singles/Aether-Revolt-Promos/Spire-of-Industry,https://static.cardmarket.com/img/f63e444d7f667654230ad61bf4f5bb70/items/1/PAER/295063.jpg,Magic the Gathering,Magic Single,184,Rare,Aether Revolt: Promos
