idProduct,idMetaproduct,enName,website,image,gameName,categoryName,number,rarity,expansionName
298422,2177,Forest (V.2),https://cardmarket.com/en/Magic/Products/Singles/Archenemy-Nicol-Bolas/Forest-V-2,https://static.cardmarket.com/img/5d134cd70056c9a2e93eb723341e6127/items/1/E01/298422.jpg,Magic the Gathering,Magic Single,106,Land,Archenemy: Nicol Bolas
298422,2177,Forest (V.2),https://cardmarket.com/en/Magic/Products/Singles/Archenemy-Nicol-Bolas/Forest-V-2,https://static.cardmarket.com/img/5d134cd70056c9a2e93eb723341e6127/items/1/E01/298422.jpg,Magic the Gathering,Magic Single,106,Land,Archenemy: Nicol Bolas
