idProduct,idMetaproduct,enName,website,image,gameName,categoryName,number,rarity,expansionName
19337,5739,Swamp (V.1),https://cardmarket.com/en/Magic/Products/Singles/APAC-Lands/Swamp-V-1,https://static.cardmarket.com/img/97ca97d82c3a9e9de07cc525e430afeb/items/1/APL/19337.jpg,Magic the Gathering,Magic Single,R3,Land,APAC Lands
19337,5739,Swamp (V.1),https://cardmarket.com/en/Magic/Products/Singles/APAC-Lands/Swamp-V-1,https://static.cardmarket.com/img/97ca97d82c3a9e9de07cc525e430afeb/items/1/APL/19337.jpg,Magic the Gathering,Magic Single,R3,Land,APAC Lands
