idProduct,idMetaproduct,enName,website,image,gameName,categoryName,number,rarity,expansionName
6952,6835,Urza's Power Plant (V.3),https://cardmarket.com/en/Magic/Products/Singles/Antiquities/Urza-s-Power-Plant-V-3,https://static.cardmarket.com/img/fc4a70e2023b907252d655cedb6ae383/items/1/ATQ/6952.jpg,Magic the Gathering,Magic Single,,Common,Antiquities
6952,6835,Urza's Power Plant (V.3),https://cardmarket.com/en/Magic/Products/Singles/Antiquities/Urza-s-Power-Plant-V-3,https://static.cardmarket.com/img/fc4a70e2023b907252d655cedb6ae383/items/1/ATQ/6952.jpg,Magic the Gathering,Magic Single,,Common,Antiquities
