idProduct,idMetaproduct,enName,website,image,gameName,categoryName,number,rarity,expansionName
9810,4888,Sand Silos,https://cardmarket.com/en/Magic/Products/Singles/Fifth-Edition/Sand-Silos,https://static.cardmarket.com/img/d508e41d0fe5a21bc818caf75f4401c1/items/1/5ED/9810.jpg,Magic the Gathering,Magic Single,,Rare,Fifth Edition
9810,4888,Sand Silos,https://cardmarket.com/en/Magic/Products/Singles/Fifth-Edition/Sand-Silos,https://static.cardmarket.com/img/d508e41d0fe5a21bc818caf75f4401c1/items/1/5ED/9810.jpg,Magic the Gathering,Magic Single,,Rare,Fifth Edition
