idProduct,idMetaproduct,enName,website,image,gameName,categoryName,number,rarity,expansionName
254214,2177,Forest (V.3),https://cardmarket.com/en/Magic/Products/Singles/Avacyn-Restored/Forest-V-3,https://static.cardmarket.com/img/2ef7c2f5b9b0ef20d16d303a86db0a51/items/1/AVR/254214.jpg,Magic the Gathering,Magic Single,244,Land,Avacyn Restored
254214,2177,Forest (V.3),https://cardmarket.com/en/Magic/Products/Singles/Avacyn-Restored/Forest-V-3,https://static.cardmarket.com/img/2ef7c2f5b9b0ef20d16d303a86db0a51/items/1/AVR/254214.jpg,Magic the Gathering,Magic Single,244,Land,Avacyn Restored
