idProduct,idMetaproduct,enName,website,image,gameName,categoryName,number,rarity,expansionName
297674,225265,Sheltered Thicket,https://cardmarket.com/en/Magic/Products/Singles/Amonkhet-Promos/Sheltered-Thicket,https://static.cardmarket.com/img/2c9bfa749b48f852f84300d86ac2b086/items/1/PAKH/297674.jpg,Magic the Gathering,Magic Single,248,Rare,Amonkhet: Promos
297674,225265,Sheltered Thicket,https://cardmarket.com/en/Magic/Products/Singles/Amonkhet-Promos/Sheltered-Thicket,https://static.cardmarket.com/img/2c9bfa749b48f852f84300d86ac2b086/items/1/PAKH/297674.jpg,Magic the Gathering,Magic Single,248,Rare,Amonkhet: Promos
